filterId,filterName,optionId,optionName
F4,Destination,O102,Ancona
F4,Destination,O103,Andalucia
F4,Destination,O104,Andorra
F4,Destination,O105,Anissaras
F4,Destination,O106,Ano Mera
F4,Destination,O107,Anse La Raie
F4,Destination,O108,Antalya
F4,Destination,O109,Antalya area
F4,Destination,O110,Antigua
F4,Destination,O111,Antigua East
F4,Destination,O112,Antigua West
F4,Destination,O113,Antwerp
F4,Destination,O114,Aphrodite Hills
F4,Destination,O115,Arbatax
F4,Destination,O116,Archangelos
F4,Destination,O117,Arctic Lakeland
F4,Destination,O118,Arenal
F4,Destination,O119,Arenal den Castell
F4,Destination,O120,Arezzo
F4,Destination,O121,Argassi
F4,Destination,O122,Argostoli
F4,Destination,O123,Arguineguin
F4,Destination,O124,Ariany
F4,Destination,O125,Arilas
F4,Destination,O126,Arinsal
F4,Destination,O127,Armacao de Pera
F4,Destination,O128,Arnhem
F4,Destination,O129,Arona
F4,Destination,O130,Arossim Beach
F4,Destination,O131,Arpora
F4,Destination,O132,Arrecife
F4,Destination,O133,Aruba
F4,Destination,O134,Arucas
F4,Destination,O135,Aschaffenburg
F4,Destination,O136,Ascona
F4,Destination,O137,Aselinos
F4,Destination,O138,Asia
F4,Destination,O139,Aspen Snowmass
F4,Destination,O140,Assisi
F4,Destination,O141,Aswan
F4,Destination,O142,Athens
F4,Destination,O143,Atlantic Coast
F4,Destination,O144,Auris En Oisans
F4,Destination,O145,Austria
F4,Destination,O146,Avignon
F4,Destination,O147,Avola
F4,Destination,O148,Avoriaz
F4,Destination,O149,Avsallar
F4,Destination,O150,Ayia Napa
F4,Destination,O151,Azores
F4,Destination,O152,Bad Gastein
F4,Destination,O153,Bad Hofgastein
F4,Destination,O154,Baga
F4,Destination,O155,Bahamas
F4,Destination,O156,Bahia Feliz
F4,Destination,O157,Baia Sardinia
F4,Destination,O158,Bain Boeuf
F4,Destination,O159,Balaclava
F4,Destination,O160,Balaia
F4,Destination,O161,Balatonfüred
F4,Destination,O162,Balearic Islands
F4,Destination,O163,Bali
F4,Destination,O164,Bali Beach
F4,Destination,O165,Balito Beach
F4,Destination,O166,Bamberg
F4,Destination,O167,Bambolim
F4,Destination,O168,Bamburi
F4,Destination,O169,Banff
F4,Destination,O170,Bang Tao
F4,Destination,O171,Bangkok
F4,Destination,O172,Bansko
F4,Destination,O173,Baqueira-Beret
F4,Destination,O174,Barbados
F4,Destination,O175,Barbate
F4,Destination,O176,Barbati
F4,Destination,O177,Barcelona
F4,Destination,O178,Bardolino
F4,Destination,O179,Bardonecchia
F4,Destination,O180,Bari
F4,Destination,O181,Basel
F4,Destination,O182,Baska Voda
F4,Destination,O183,Basseterre
F4,Destination,O184,Batigama
F4,Destination,O185,Bavaro
F4,Destination,O186,Bayahibe
F4,Destination,O187,Beach
F4,Destination,O188,Beaver Creek
F4,Destination,O189,Becici
F4,Destination,O190,Beitostølen
F4,Destination,O191,Bel Ombre
F4,Destination,O192,Beldibi
F4,Destination,O193,Belek
F4,Destination,O194,Belgium
F4,Destination,O195,Belgrade
F4,Destination,O196,Bellagio
F4,Destination,O197,Belle Mare
F4,Destination,O198,Benahavis
F4,Destination,O199,Benalmadena
F4,Destination,O200,Benalmadena Pueblo
F4,Destination,O201,Benaulim
F4,Destination,O202,Benidorm
F4,Destination,O203,Benitses
F4,Destination,O204,Bentota
F4,Destination,O205,Bequia
F4,Destination,O206,Bergamo
F4,Destination,O207,Berlin
F4,Destination,O208,Bernkastel-Kues
F4,Destination,O209,Beruwala
F4,Destination,O210,Betalbatim Beach
F4,Destination,O211,Biarritz
F4,Destination,O212,Bijela
F4,Destination,O213,Bilbao
F4,Destination,O214,Binibeca
F4,Destination,O215,Bitez
F4,Destination,O216,Bled
F4,Destination,O217,Blue Bay
F4,Destination,O218,Boa Vista
F4,Destination,O219,Bochali
F4,Destination,O220,Bodrum
F4,Destination,O221,Bodrum area
F4,Destination,O222,Bohinj
F4,Destination,O223,Boliqueime
F4,Destination,O224,Bologna
F4,Destination,O225,Bonaire
F4,Destination,O226,Bonn
F4,Destination,O227,Boppard
F4,Destination,O228,Bordeaux
F4,Destination,O229,Borovets
F4,Destination,O230,Boston
F4,Destination,O231,Boukari
F4,Destination,O232,Bourgas
F4,Destination,O233,Bourgas Region
F4,Destination,O234,Bourg-Saint-Maurice
F4,Destination,O235,Brac Island
F4,Destination,O236,Branqueira
F4,Destination,O237,Bratislava
F4,Destination,O238,Brazil
F4,Destination,O239,Breckenridge
F4,Destination,O240,Breisach
F4,Destination,O241,Brela
F4,Destination,O242,Brena Baja
F4,Destination,O243,Brescia
F4,Destination,O244,Brides-les-Bains
F4,Destination,O245,Bridgetown
F4,Destination,O246,Brindisi
F4,Destination,O247,British Virgin Islands
F4,Destination,O248,Brucoli
F4,Destination,O249,Brussels
F4,Destination,O250,Bububu
F4,Destination,O251,Bucharest
F4,Destination,O252,Budapest
F4,Destination,O253,Budoni
F4,Destination,O254,Budva
F4,Destination,O255,Buenavista del Norte
F4,Destination,O256,Bugibba
F4,Destination,O257,Buje
F4,Destination,O258,Bulgaria
F4,Destination,O259,Cadiz
F4,Destination,O260,Cagliari
F4,Destination,O261,Cagliari Area
F4,Destination,O262,Caimari
F4,Destination,O263,Cairo
F4,Destination,O264,Cala Agulla
F4,Destination,O265,Cala Alcaufar
F4,Destination,O266,Cala Blanca
F4,Destination,O267,Cala Bona
F4,Destination,O268,Cala Canutells
F4,Destination,O269,Cala dOr
F4,Destination,O270,Cala Figuera
F4,Destination,O271,Cala Finestrat
F4,Destination,O272,Cala Galdana
F4,Destination,O273,Cala Gracio
F4,Destination,O274,Cala Llonga
F4,Destination,O275,Cala Mayor
F4,Destination,O276,Cala Mesquida
F4,Destination,O277,Cala Millor
F4,Destination,O278,Cala Pada
F4,Destination,O279,Cala Ratjada
F4,Destination,O280,Cala San Vicente
F4,Destination,O281,Cala Tarida
F4,Destination,O282,Cala Vinas
F4,Destination,O283,Calabria
F4,Destination,O284,Calahonda
F4,Destination,O285,Calan Blanes
F4,Destination,O286,Calan Bosch
F4,Destination,O287,Calan Forcat
F4,Destination,O288,Calan Porter
F4,Destination,O289,Calangute
F4,Destination,O290,Calas de Mallorca
F4,Destination,O291,Calella De La Costa
F4,Destination,O292,Calheta
F4,Destination,O293,Calis Beach
F4,Destination,O294,Callao Salvaje
F4,Destination,O295,Calodyne
F4,Destination,O296,Calpe
F4,Destination,O297,Calvi
F4,Destination,O298,Camara de Lobos
F4,Destination,O299,Cambrils
F4,Destination,O300,Camp de Mar
F4,Destination,O301,Campania
F4,Destination,O302,Campofelice di Roccella
F4,Destination,O303,Campomar
F4,Destination,O304,Campos
F4,Destination,O305,Camyuva
F4,Destination,O306,Can Pastilla
F4,Destination,O307,Can Picafort
F4,Destination,O308,Canada
F4,Destination,O309,Canary Islands
F4,Destination,O310,Cancun
F4,Destination,O311,Candolim
F4,Destination,O312,Canical
F4,Destination,O313,Canico de Baixo
F4,Destination,O314,Cannes
F4,Destination,O315,Cannigione
F4,Destination,O316,Canyamel
F4,Destination,O317,Cap Cana
F4,Destination,O318,Cap de Salou
F4,Destination,O319,Capdepera
F4,Destination,O320,Cape Panwa
F4,Destination,O321,Cape Town
F4,Destination,O322,Cape Verde
F4,Destination,O323,Capo Vaticano
F4,Destination,O324,Carboneras
F4,Destination,O325,Carcassonne
F4,Destination,O326,Caribbean
F4,Destination,O327,Carovigno
F4,Destination,O328,Cartagena
F4,Destination,O329,Carvoeiro
F4,Destination,O330,Cas Concos Des Cavaller
F4,Destination,O331,Casablanca
F4,Destination,O332,Cascais
F4,Destination,O333,Castellammare del Golfo
F4,Destination,O334,Castellammare di Stabia
F4,Destination,O335,Castelldefels
F4,Destination,O336,Castelleneta Marina
F4,Destination,O337,Castelmola
F4,Destination,O338,Castelnuovo (Gardaland)
F4,Destination,O339,Castries
F4,Destination,O340,Catalonia
F4,Destination,O341,Catania
F4,Destination,O342,Catania (for Mount Etna & Taormina)
F4,Destination,O343,Cava de Tirreni
F4,Destination,O344,Cavalese
F4,Destination,O345,Cavelossim
F4,Destination,O346,Cavtat
F4,Destination,O347,Cefalu
F4,Destination,O348,Cenger
F4,Destination,O349,Central America
F4,Destination,O350,Cervinia
F4,Destination,O351,Cesme
F4,Destination,O352,Chamonix
F4,Destination,O353,Championsgate
F4,Destination,O354,Chania
F4,Destination,O355,Chania area
F4,Destination,O356,Charlotte Amalie
F4,Destination,O357,Châtel
F4,Destination,O358,Chayofa
F4,Destination,O359,Chia
F4,Destination,O360,Chiavari
F4,Destination,O361,Chicago
F4,Destination,O362,Chiclana de la Frontera
F4,Destination,O363,China
F4,Destination,O364,Chipiona
F4,Destination,O365,Chlorakas
F4,Destination,O366,Christchurch
F4,Destination,O367,Cirali
F4,Destination,O368,Citta Del Mare
F4,Destination,O369,Ciutadella
F4,Destination,O370,Civitavecchia (for Rome)
F4,Destination,O371,Clermont
F4,Destination,O372,Cochem
F4,Destination,O373,Cocoa Beach
F4,Destination,O374,Coconut Island
F4,Destination,O375,Colakli
F4,Destination,O376,Colfosco
F4,Destination,O377,Cologne
F4,Destination,O378,Colombo
F4,Destination,O379,Colonia Sant Jordi
F4,Destination,O380,Coma-Ruga
F4,Destination,O381,Como
F4,Destination,O382,Conca dei Marini
F4,Destination,O383,Conil De La Frontera
F4,Destination,O384,Consell
F4,Destination,O385,Copenhagen
F4,Destination,O386,Coral Bay
F4,Destination,O387,Corfu
F4,Destination,O388,Corfu Town
F4,Destination,O389,Corinth
F4,Destination,O390,Corralejo
F4,Destination,O391,Corsica
F4,Destination,O392,Cortina dAmpezzo
F4,Destination,O393,Corvara
F4,Destination,O394,Costa Adeje
F4,Destination,O395,Costa Ballena
F4,Destination,O396,Costa Blanca
F4,Destination,O397,Costa Brava
F4,Destination,O398,Costa Caleta
F4,Destination,O399,Costa Calida
F4,Destination,O400,Costa Calma
F4,Destination,O401,Costa de Almeria
F4,Destination,O402,Costa de la Luz
F4,Destination,O403,Costa de los Pinos
F4,Destination,O404,Costa Del Silencio
F4,Destination,O405,Costa del Sol
F4,Destination,O406,Costa Dorada
F4,Destination,O407,Costa Mujeres
F4,Destination,O408,Costa Navarino
F4,Destination,O409,Costa Rica
F4,Destination,O410,Costa Teguise
F4,Destination,O411,Courchevel
F4,Destination,O412,Courmayeur
F4,Destination,O413,Cozumel
F4,Destination,O414,Crans Montana
F4,Destination,O415,Crete
F4,Destination,O416,Crikvenica
F4,Destination,O417,Croatia
F4,Destination,O418,Cruising the Iron Gates
F4,Destination,O419,Cruz de Tejeda
F4,Destination,O420,Cuba
F4,Destination,O421,Curacao
F4,Destination,O422,Cyprus
F4,Destination,O423,Czech Republic
F4,Destination,O424,Dalaman
F4,Destination,O425,Dalaman area
F4,Destination,O426,Dalmatian Coast and Islands
F4,Destination,O427,Dalyan
F4,Destination,O428,Dassia
F4,Destination,O429,Davenport
F4,Destination,O430,Davos
F4,Destination,O431,Deia
F4,Destination,O432,Denia
F4,Destination,O433,Denmark
F4,Destination,O434,Desenzano
F4,Destination,O435,Desert Resort
F4,Destination,O436,Diani Beach
F4,Destination,O437,Didim
F4,Destination,O438,Djerba Island
F4,Destination,O439,Doha
F4,Destination,O440,Dolno Konjsko
F4,Destination,O441,Dominica
F4,Destination,O442,Dominican Republic
F4,Destination,O443,Dona Paula
F4,Destination,O444,Donji Milanovac
F4,Destination,O445,Donji Seget
F4,Destination,O446,Dover Beach
F4,Destination,O447,Drei Zinnen
F4,Destination,O448,Drosia
F4,Destination,O449,Dubai
F4,Destination,O450,Dubai City
F4,Destination,O451,Dubrovnik
F4,Destination,O452,Dubrovnik and Islands
F4,Destination,O453,Durnstein
F4,Destination,O454,Durres
F4,Destination,O455,Dusseldorf
F4,Destination,O456,East Coast
F4,Destination,O457,Eastern Beaches
F4,Destination,O458,Edfu
F4,Destination,O459,Egypt
F4,Destination,O460,El Campello
F4,Destination,O461,El Cotillo
F4,Destination,O462,El Cuyo
F4,Destination,O463,El Gouna
F4,Destination,O464,El Medano
F4,Destination,O465,El Rompido
F4,Destination,O466,El Salobre
F4,Destination,O467,El Tarter
F4,Destination,O468,El Toyo
F4,Destination,O469,Elche
F4,Destination,O470,Elia
F4,Destination,O471,Ellmau
F4,Destination,O472,Elounda
F4,Destination,O473,Emporio
F4,Destination,O474,Engelberg
F4,Destination,O475,Ericeira
F4,Destination,O476,Ermones
F4,Destination,O477,Es Cana
F4,Destination,O478,Es Castell
F4,Destination,O479,Es Coll DEn Rabassa
F4,Destination,O480,Es Figueral
F4,Destination,O481,Es Mercadal
F4,Destination,O482,Es Pujols
F4,Destination,O483,Esquinzo
F4,Destination,O484,Essaouira
F4,Destination,O485,Estellenchs
F4,Destination,O486,Estepona
F4,Destination,O487,Estonia
F4,Destination,O488,Estoril
F4,Destination,O489,Estoril Coast
F4,Destination,O490,Esztergom
F4,Destination,O491,Europe
F4,Destination,O492,Évian
F4,Destination,O493,Exomitis
F4,Destination,O494,Faliraki
F4,Destination,O495,Fanes
F4,Destination,O496,Faro
F4,Destination,O497,Felanitx
F4,Destination,O498,Fernie
F4,Destination,O499,Ferragudo
F4,Destination,O500,Ferreries
F4,Destination,O501,Fethiye
F4,Destination,O502,Fez
F4,Destination,O503,Fieberbrunn
F4,Destination,O504,Figueretas
F4,Destination,O505,Filzmoos
F4,Destination,O506,Finland
F4,Destination,O507,Firostefani
F4,Destination,O508,Fiskardo
F4,Destination,O509,Flaine
F4,Destination,O510,Flic en Flac
F4,Destination,O511,Florence
F4,Destination,O512,Florida
F4,Destination,O513,Fodele
F4,Destination,O514,Folgaria
F4,Destination,O515,Folgarida
F4,Destination,O516,Font de Sa Cala
F4,Destination,O517,Formentera
F4,Destination,O518,Fornalutx
F4,Destination,O519,Fort De France
F4,Destination,O520,Forza DAgro
F4,Destination,O521,France
F4,Destination,O522,Frankfurt
F4,Destination,O523,Frederiksted
F4,Destination,O524,French Riviera
F4,Destination,O525,Frigiliana
F4,Destination,O526,Ftelia
F4,Destination,O527,Fuencaliente
F4,Destination,O528,Fuengirola
F4,Destination,O529,Fuerteventura
F4,Destination,O530,Fügen
F4,Destination,O531,Funchal
F4,Destination,O532,Furano
F4,Destination,O533,Gaggi
F4,Destination,O534,Gaios
F4,Destination,O535,Gallipoli
F4,Destination,O536,Galtür
F4,Destination,O537,Galu Beach
F4,Destination,O538,Gambia
F4,Destination,O539,Garachico
F4,Destination,O540,Garda
F4,Destination,O541,Gardone Riviera
F4,Destination,O542,Gausta
F4,Destination,O543,Gdansk
F4,Destination,O544,Geilo
F4,Destination,O545,Geneva
F4,Destination,O546,Gennadi
F4,Destination,O547,Genoa
F4,Destination,O548,Georgioupolis
F4,Destination,O549,Gerakini
F4,Destination,O550,Gerani
F4,Destination,O551,Gerlos
F4,Destination,O552,Germany
F4,Destination,O553,Ghent
F4,Destination,O554,Giardini Naxos
F4,Destination,O555,Giarre
F4,Destination,O556,Gibraltar
F4,Destination,O557,Glyfada
F4,Destination,O558,Goa
F4,Destination,O559,Gocek
F4,Destination,O560,Golden Beach
F4,Destination,O561,Golf del Sur
F4,Destination,O562,Golfo Aranci
F4,Destination,O563,Gournes
F4,Destination,O564,Gouves
F4,Destination,O565,Gouvia
F4,Destination,O566,Goynuk
F4,Destination,O567,Gran Canaria
F4,Destination,O568,Grand Baie
F4,Destination,O569,Grand Gaube
F4,Destination,O570,Greater Orlando
F4,Destination,O571,Greece
F4,Destination,O572,Grein
F4,Destination,O573,Grenada
F4,Destination,O574,Grenadines
F4,Destination,O575,Gressoney
F4,Destination,O576,Grindelwald
F4,Destination,O577,Gros Islet
F4,Destination,O578,Guadalajara
F4,Destination,O579,Guadeloupe
F4,Destination,O580,Guardamar del Segura
F4,Destination,O581,Guia
F4,Destination,O582,Guia de Isora
F4,Destination,O583,Gulf Coast
F4,Destination,O584,Gümbet
F4,Destination,O585,Gumusluk
F4,Destination,O586,Gundogan
F4,Destination,O587,Guvercinlik
F4,Destination,O588,Guzelyurt
F4,Destination,O589,Gzira
F4,Destination,O590,Haines City
F4,Destination,O591,Halkidiki
F4,Destination,O592,Hamburg
F4,Destination,O593,Hammamet
F4,Destination,O594,Hanioti
F4,Destination,O595,Haria
F4,Destination,O596,Hastings
F4,Destination,O597,Haute Rive
F4,Destination,O598,Helona Beach
F4,Destination,O599,Helsinki
F4,Destination,O600,Heraklion
F4,Destination,O601,Heraklion area
F4,Destination,O602,Herceg Novi
F4,Destination,O603,Hersonissos
F4,Destination,O604,Hetta
F4,Destination,O605,Hikkaduwa
F4,Destination,O606,Hinterglemm
F4,Destination,O607,Hisaronu
F4,Destination,O608,Hochgurgl
F4,Destination,O609,Hochsölden
F4,Destination,O610,Högfjället
F4,Destination,O611,Hong Kong
F4,Destination,O612,Hua Hin
F4,Destination,O613,Huelva
F4,Destination,O614,Hundfjället
F4,Destination,O615,Hungary
F4,Destination,O616,Huningue (for Basel)
F4,Destination,O617,Hurghada
F4,Destination,O618,Hurghada North
F4,Destination,O619,Hurghada South
F4,Destination,O620,Hvar
F4,Destination,O621,Ialyssos
F4,Destination,O622,Ibiza
F4,Destination,O623,Ibiza Beach Stay
F4,Destination,O624,Ibiza Town
F4,Destination,O625,Iceland
F4,Destination,O626,Icmeler
F4,Destination,O627,Ierapetra
F4,Destination,O628,Igalo
F4,Destination,O629,Igls
F4,Destination,O630,Igrane
F4,Destination,O631,Illetas
F4,Destination,O632,Imerovigli
F4,Destination,O633,Inca
F4,Destination,O634,Incekum
F4,Destination,O635,India
F4,Destination,O636,Indonesia
F4,Destination,O637,Innsbruck
F4,Destination,O638,Interlaken
F4,Destination,O639,International Drive
F4,Destination,O640,Ionian Islands
F4,Destination,O641,Ios Island
F4,Destination,O642,Ipsos
F4,Destination,O643,Ireland
F4,Destination,O644,Ischgl
F4,Destination,O645,Ischia
F4,Destination,O646,Isla Canela
F4,Destination,O647,Isla Catalina
F4,Destination,O648,Isla Holbox
F4,Destination,O649,Isla Mujeres
F4,Destination,O650,Islantilla
F4,Destination,O651,Iso-Syöte
F4,Destination,O652,Istanbul
F4,Destination,O653,Istrian Riviera
F4,Destination,O654,Istron And Kalo Chorio
F4,Destination,O655,Italian Riviera
F4,Destination,O656,Italy
F4,Destination,O657,Ixia
F4,Destination,O658,Ixia/Rhodes Town
F4,Destination,O659,Izmir
F4,Destination,O660,Izmir area
F4,Destination,O661,Izmir City
F4,Destination,O662,Izola
F4,Destination,O663,Jamaica
F4,Destination,O664,Jambiani
F4,Destination,O665,Jandia
F4,Destination,O666,Japan
F4,Destination,O667,Jasper
F4,Destination,O668,Jersey
F4,Destination,O669,Jordan
F4,Destination,O670,Kalafatis
F4,Destination,O671,Kalamaki
F4,Destination,O672,Kalamata
F4,Destination,O673,Kalathos
F4,Destination,O674,Kaleici
F4,Destination,O675,Kalim Beach
F4,Destination,O676,Kalithea
F4,Destination,O677,Kalithea (Rhodes)
F4,Destination,O678,Kalives
F4,Destination,O679,Kalkan
F4,Destination,O680,Kalo Livadi
F4,Destination,O681,Kalo Nero
F4,Destination,O682,Kalocsa
F4,Destination,O683,Kalutara
F4,Destination,O684,Kalyves
F4,Destination,O685,Kamala Beach
F4,Destination,O686,Kamari
F4,Destination,O687,Kambos
F4,Destination,O688,Kamilari
F4,Destination,O689,Kanapitsa
F4,Destination,O690,Kanoni
F4,Destination,O691,Kaprun
F4,Destination,O692,Karavados
F4,Destination,O693,Karavomilos
F4,Destination,O694,Kardamena
F4,Destination,O695,Karlovasi
F4,Destination,O696,Karon Beach
F4,Destination,O697,Karterados
F4,Destination,O698,Kas
F4,Destination,O699,Kassandra
F4,Destination,O700,Kassiopi
F4,Destination,O701,Kastrosikia
F4,Destination,O702,Kata Beach
F4,Destination,O703,Katakolon (for Olympia)
F4,Destination,O704,Katelios
F4,Destination,O705,Kato Daratso
F4,Destination,O706,Katschberg
F4,Destination,O707,Kavos
F4,Destination,O708,Kefalonia
F4,Destination,O709,Kefalos
F4,Destination,O710,Kehl (for Strasbourg)
F4,Destination,O711,Kelheim
F4,Destination,O712,Kemer
F4,Destination,O713,Kenya
F4,Destination,O714,Keri
F4,Destination,O715,Khao Lak
F4,Destination,O716,Kilifi
F4,Destination,O717,Kingstown
F4,Destination,O718,Kiotari
F4,Destination,O719,Kirchberg
F4,Destination,O720,Kiris
F4,Destination,O721,Kissamos
F4,Destination,O722,Kissimmee
F4,Destination,O723,Kissonerga
F4,Destination,O724,Kitries
F4,Destination,O725,Kitzbühel
F4,Destination,O726,Kiwengwa
F4,Destination,O727,Kizilagac
F4,Destination,O728,Kizilot
F4,Destination,O729,Kizimkazi
F4,Destination,O730,Kladovo
F4,Destination,O731,Kläppen
F4,Destination,O732,Koblenz
F4,Destination,O733,Koh Samui
F4,Destination,O734,Kokkari
F4,Destination,O735,Kokkini Hani
F4,Destination,O736,Kolios Beach
F4,Destination,O737,Kolocep
F4,Destination,O738,Koloumpos
F4,Destination,O739,Kolymbari
F4,Destination,O740,Kolymbia
F4,Destination,O741,Kom Ombo
F4,Destination,O742,Kommeno Bay
F4,Destination,O743,Konakli
F4,Destination,O744,Kontokali
F4,Destination,O745,Konyaalti
F4,Destination,O746,Koper
F4,Destination,O747,Korcula
F4,Destination,O748,Koroni
F4,Destination,O749,Kos
F4,Destination,O750,Kos Beach
F4,Destination,O751,Kos Town
F4,Destination,O752,Koskinou
F4,Destination,O753,Kotor
F4,Destination,O754,Koukounaries
F4,Destination,O755,Koutouloufari
F4,Destination,O756,Krabi
F4,Destination,O757,Krabi Khao Lak or Phuket
F4,Destination,O758,Krakow
F4,Destination,O759,Kralendijk
F4,Destination,O760,Kranjska Gora
F4,Destination,O761,Kremasti
F4,Destination,O762,Krems
F4,Destination,O763,Kriopigi
F4,Destination,O764,Krk Island
F4,Destination,O765,Kronplatz
F4,Destination,O766,Kuchchaveli
F4,Destination,O767,Kusadasi
F4,Destination,O768,Kusadasi (for Ephesus)
F4,Destination,O769,Kuusamo
F4,Destination,O770,Kuzdere
F4,Destination,O771,Kvarner Bay
F4,Destination,O772,Kyparissia
F4,Destination,O773,Kypseli
F4,Destination,O774,La Aldea
F4,Destination,O775,La Clusaz
F4,Destination,O776,La Digue
F4,Destination,O777,La Fontanilla
F4,Destination,O778,La Gomera
F4,Destination,O779,La Goulette (for Tunis)
F4,Destination,O780,La Massana
F4,Destination,O781,La Palma
F4,Destination,O782,La Pared
F4,Destination,O783,La Pineda
F4,Destination,O784,La Plagne
F4,Destination,O785,La Romana
F4,Destination,O786,La Romana City
F4,Destination,O787,La Rosière
F4,Destination,O788,La Somone
F4,Destination,O789,La Spezia (For Florence & Pisa)
F4,Destination,O790,La Tania
F4,Destination,O791,La Thuile
F4,Destination,O792,La Toussuire
F4,Destination,O793,Lachania
F4,Destination,O794,Lagadin
F4,Destination,O795,Laganas
F4,Destination,O796,Lagos
F4,Destination,O797,Lake Annecy
F4,Destination,O798,Lake Balaton
F4,Destination,O799,Lake Buena Vista
F4,Destination,O800,Lake Como
F4,Destination,O801,Lake Garda
F4,Destination,O802,Lake Levico
F4,Destination,O803,Lake Louise
F4,Destination,O804,Lake Maggiore
F4,Destination,O805,Lake Maggiore (Switzerland)
F4,Destination,O806,Lake Molveno
F4,Destination,O807,Lake Ohrid
F4,Destination,O808,Lake Orta
F4,Destination,O809,Lakithra
F4,Destination,O810,Lambi
F4,Destination,O811,Lameriana
F4,Destination,O812,Lanzarote
F4,Destination,O813,Lapland
F4,Destination,O814,Lara Beach
F4,Destination,O815,Lardos
F4,Destination,O816,Larnaca
F4,Destination,O817,Larnaca Area
F4,Destination,O818,Las Burrillas
F4,Destination,O819,Las Caletillas
F4,Destination,O820,Las Palmas
F4,Destination,O821,Las Playitas
F4,Destination,O822,Las Vegas
F4,Destination,O823,Lassi
F4,Destination,O824,Latchi
F4,Destination,O825,Latvia
F4,Destination,O826,Lazarata
F4,Destination,O827,Lazise
F4,Destination,O828,Le Corbier
F4,Destination,O829,Le Morne
F4,Destination,O830,Lecce
F4,Destination,O831,Lecco
F4,Destination,O832,Lech
F4,Destination,O833,Lefkas
F4,Destination,O834,Lefkimi
F4,Destination,O835,Leixoes (for Porto)
F4,Destination,O836,Leogang
F4,Destination,O837,Les Arcs
F4,Destination,O838,Les Deux Alpes
